gene_symbols,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
LACTB,22.723446,10.479532,13.8925085,13.220803,38.237225,16.898378,14.321117,9.366951,15.938698,25.45263,32.20852,23.825535,15.326737,21.324997,11.135763,89.99288,36.542084,102.702446,15.525535,8.135568,10.423384,22.088787,19.277517,12.712939,15.336027,26.342598,14.485563,32.59783,13.787014,6.2955103,29.178461,41.25148,17.40659,21.214804,26.235039,15.904747,34.89923,24.916212,9.189804,20.39446,7.1812615,8.308704,10.117561,15.059027,35.16774,13.139918,11.96162,22.095562,35.73283,12.078444,15.333049,9.0677185,8.166336,16.33615,9.461478,94.19182,6.747454,16.142801,13.633526,18.850702,17.7616,27.295376,10.720313,13.593156,25.036112,23.83208,20.88799,12.395385,8.557178,8.164307,51.26244,4.8002124,6.5684485,14.933337,23.149887,13.995351,14.078248,16.83631,10.265378,14.790494,16.331778,23.755974,18.286263,16.017387,41.375984,17.178354,22.848434,15.72751,11.057542,16.794024,44.445427,9.082302,26.756931,28.712696,17.368517,13.644128,17.152538,10.773138,29.598515,35.40722,34.27302,11.929588,25.998732,11.834582,22.105043,332.4934
DSCR8,1772.7183,832.4571,1369.0737,1217.6948,4067.9082,1606.057,1560.6543,1233.4882,859.9107,2515.2644,1968.03,1918.0143,1142.4604,1717.9845,758.6638,1989.3451,1911.9268,4374.9707,1460.7827,713.01825,711.9956,2150.8203,2204.3938,1641.7136,899.56836,1853.5068,1235.3082,2065.753,2470.396,996.2704,2519.7004,3675.3677,2253.1057,2014.6588,2450.9995,1486.018,2439.696,2039.2112,713.42847,1417.1663,470.10672,813.3736,716.47974,1140.4673,2339.139,1424.9323,1373.7845,1934.8049,2711.137,1389.9567,1648.9672,827.93286,810.5946,1833.4634,733.77686,5581.332,728.04987,1085.8967,1233.936,1641.4253,1512.3523,2357.3086,1060.4553,1058.7762,2099.588,2446.642,2346.9622,1025.5765,698.2224,647.4617,3176.4297,312.3975,1073.6282,1131.4707,2266.29,1228.5093,1150.1053,1282.7146,825.53613,1112.9006,939.3572,2284.1792,1664.9122,1574.2139,3307.3599,1466.7496,3436.3445,1613.307,944.1073,1414.177,1896.5706,908.25885,2061.8308,1997.7913,1820.4144,1563.689,1019.55585,1271.928,2345.5552,3288.9412,2226.1958,557.77655,2027.3601,1452.6576,1815.5894,33091.934
CDKN1B,22.769117,5.6857204,19.133228,24.276695,45.438133,20.626287,20.651756,16.77396,11.2702875,33.677666,25.389534,28.751162,16.173044,29.342564,7.7234054,24.554596,20.419323,63.089912,21.208279,12.866957,11.942792,35.941124,26.004314,18.925756,17.165445,30.742943,18.634474,30.29287,38.574894,14.017535,27.104694,49.705067,30.211561,24.6329,30.495209,24.465958,33.564507,23.632637,14.487734,20.230738,7.360768,14.032879,13.318948,12.209643,26.546705,21.831062,19.469067,27.602577,28.111912,17.916508,22.18286,14.883774,13.616852,27.723478,10.15649,64.57041,11.499689,21.174746,14.920461,23.84596,15.469305,32.145092,14.225547,15.33675,26.63692,31.9128,33.45975,16.849716,8.504185,9.61171,40.002563,3.0319228,16.04869,17.116898,30.8577,18.020432,16.461967,16.489038,11.999526,21.092154,14.119655,27.979473,22.195969,22.101189,49.796833,16.985956,32.589695,20.623697,12.810824,18.219488,28.70287,11.042398,25.1244,28.98676,21.717155,17.615238,19.619406,20.93291,29.885519,50.032303,29.677767,8.222375,31.309258,16.975056,22.120031,421.3404
LAPTM5,1565.0804,522.3001,1156.6294,591.74963,3137.44,1288.1483,1282.7888,833.7784,707.23047,1792.901,1355.3269,1208.0612,834.5759,1131.137,574.30237,2074.7397,1627.8784,4253.853,1189.0479,557.92975,467.82648,1211.2322,1206.41,1167.6583,860.7491,1525.4589,1012.2955,1632.2803,1063.0038,729.1365,1913.1421,3328.9463,1709.4177,1777.8314,1627.4463,1036.3694,1959.8744,1754.0829,392.82645,1076.5298,478.67004,612.3554,492.42404,683.1863,1795.8539,898.65894,870.0329,1115.8746,1658.3215,738.39905,1333.3427,545.68225,709.04895,1469.9988,510.54175,4512.0483,509.88583,943.4759,734.7099,1323.081,1177.2966,1929.0404,752.43536,755.8008,1749.1816,2228.9978,1681.2485,874.68396,545.489,447.59897,3014.8145,243.28763,981.18225,245.05078,1283.3687,750.3712,791.5509,840.16516,525.8811,781.35315,619.05316,1637.2449,951.4097,1054.1913,1592.0519,961.6122,1860.6504,1275.3427,710.45184,1122.8231,1999.8962,711.33246,1468.6896,1518.9004,1220.6038,1258.6044,1010.54205,986.8524,1807.2638,2431.2578,1456.2638,376.83517,1411.9794,1177.2853,1250.77,25349.41
DDIT3,178.03854,73.205055,152.23402,134.95355,354.14944,136.03992,134.0851,98.62861,92.06288,261.85352,177.36961,167.60312,110.73731,152.19008,71.08336,176.40828,132.3763,399.06458,127.668976,68.76298,44.481583,260.37607,239.94746,137.78564,363.2227,357.22375,110.886375,190.83493,258.54855,101.02082,279.2236,420.24905,248.57549,218.45146,245.35036,173.25688,230.04034,203.47972,68.04747,139.33066,59.85151,95.0872,96.67359,92.59533,201.37349,82.686806,116.76127,162.67453,191.35715,115.60379,153.28238,72.26516,76.52759,201.35667,103.476265,597.64905,80.95644,114.63994,117.34447,197.10129,143.34827,296.37668,112.04971,112.42066,213.00018,281.3625,247.23793,84.90868,85.283005,113.732765,356.18066,58.532894,109.79483,120.595764,196.43735,118.62308,105.00002,140.50822,88.14462,78.34814,107.95993,228.08133,153.23811,142.35562,266.24628,139.92659,415.45493,181.95143,107.59638,158.21196,171.8662,130.43379,168.06274,197.31924,155.83696,175.00763,114.90771,120.24034,245.75278,318.67065,221.51859,76.85021,166.11893,156.55388,165.78183,3298.0112
PSMB2,2082.4124,736.0136,1727.0024,1238.0272,5673.0938,2197.1267,2055.741,1669.6183,904.31903,3346.5955,2335.2573,2326.6042,1132.3944,1795.5077,718.95135,1407.6825,1633.6727,4028.45,1716.5208,737.6071,769.79443,2175.2888,2671.6057,1726.1658,1165.855,2333.4504,1892.3796,2505.3713,2484.5706,1154.8695,3684.4922,4563.3594,2882.1406,2405.0532,2999.2793,1621.5825,3191.9954,2294.4182,675.9742,1583.8492,425.7458,1061.2593,745.976,789.348,2457.2075,1207.6729,1373.8658,2092.2742,2385.2761,1764.0707,2189.7268,872.8112,990.13684,2296.7817,892.3749,8141.4434,859.49585,1340.2584,1564.425,2497.6204,2524.913,3708.1025,1283.0237,1360.6152,3096.127,2907.853,2906.1719,1058.0005,911.7313,649.77997,3999.4783,424.42932,1311.4072,940.7471,2322.3823,1386.3784,1554.5288,1570.7124,997.3593,993.9305,1139.9717,2941.3428,1921.7404,1680.7012,3119.9312,1592.032,3559.7283,2027.0997,1325.5785,1582.7996,1922.5873,1133.0393,2361.836,2517.864,2477.5083,1986.6039,779.59515,1573.5692,2975.8503,4235.4937,2592.0059,509.78107,2618.1875,1894.413,2407.4824,45475.99
ATF3,8.491552,0.0,9.271105,7.8743653,15.358062,5.825313,6.4855294,3.6710823,5.1640415,6.9975276,4.3620872,3.6204164,3.1039982,2.4306457,3.4129338,7.3695216,3.326653,12.252739,4.5552187,3.7960112,3.1171234,13.671158,7.0895524,8.699569,20.95859,74.21801,1.9157357,16.888275,13.78199,7.757956,9.553437,11.036593,17.817856,5.3162026,12.330078,4.583868,6.9025674,11.118178,0.0,5.3293896,1.7179933,2.326552,1.547942,2.8089392,9.210392,5.9851465,3.655359,4.187461,3.3691611,6.4287024,2.5810046,3.4882352,2.7234662,11.813068,5.136004,38.6347,4.6410155,3.8434312,4.8542647,5.531275,3.5263293,13.759286,3.551883,3.3630564,5.299509,4.0927753,11.542503,3.19458,6.851285,15.812398,18.648687,7.6738663,5.8932796,0.97780704,10.180162,3.8865292,0.5205748,1.6626363,1.9086051,0.0,2.2303944,7.699253,11.182545,6.9819164,33.74271,7.7058387,31.621696,4.2986555,7.6721125,10.839222,3.1310647,8.864394,4.1177173,3.9243255,9.02999,7.9799347,7.274021,2.3702934,11.525298,18.706388,6.854837,2.6596797,6.3250513,6.4978557,8.147222,160.44846
SET,4926.7354,1921.7181,4340.942,3085.5142,13113.316,5268.6426,4782.8486,4025.5002,2340.0176,7772.266,5767.129,5785.012,3012.5679,4671.881,1962.0953,3561.3962,4164.657,9986.956,4257.8164,1807.8287,2123.3367,5741.564,6762.532,4219.2437,3061.6245,5360.444,4351.6504,6328.398,6297.995,2805.092,8615.012,11071.903,6393.61,5608.652,7586.521,4321.122,7879.1445,5764.6113,1785.2499,4005.9695,1065.0024,2708.7944,1917.2812,2181.884,6145.3115,3264.7627,3457.4783,5277.3794,5678.177,3875.6335,5178.406,2176.3242,2377.3892,5662.7363,2221.5188,18687.49,2153.2126,3352.2705,3838.554,5755.3457,5466.816,8225.698,3226.3684,3254.2854,6890.0557,6890.144,6956.281,2536.545,2144.1814,1625.4398,9354.801,993.0605,3115.4436,2541.2976,5826.4043,3455.386,3811.2046,3931.6782,2371.7332,2753.6167,2906.8525,7006.945,4797.285,4029.085,10817.126,4078.8562,8851.153,5167.398,3106.6055,4235.265,4797.635,2712.445,5876.328,6169.191,5736.749,4940.8506,1924.3821,3837.7366,7188.0244,10472.626,5876.111,1413.1455,6426.9463,4789.8096,5711.847,107477.375
ARID5B,77.6062,24.785583,41.219376,40.37801,138.3403,53.734863,44.956825,32.09003,42.38665,117.8575,76.04196,47.579147,47.70751,68.3646,29.416332,40.771523,42.369766,117.24484,56.69976,41.52742,23.719162,57.01087,44.910892,60.002968,36.95242,80.60126,48.12547,82.4837,56.279335,32.22997,62.179794,209.9671,43.72468,71.07382,150.58751,111.76707,95.0123,87.56204,47.274914,44.74723,34.278793,43.784187,35.68796,62.51529,113.19183,65.102425,46.02533,73.26815,66.13455,33.879654,62.33259,52.100563,32.16053,65.283066,29.967226,140.18073,29.991817,35.96549,49.693626,72.53455,48.27265,93.713974,38.497536,33.275433,77.32947,166.14351,96.389786,58.863926,33.701305,34.600964,160.39241,9.362553,41.884193,67.42385,65.649704,41.648613,35.803158,29.114298,24.096678,60.031456,29.715168,88.30614,61.525635,89.563,57.978203,59.861702,125.23459,58.528328,39.115227,109.63504,65.057816,52.554016,67.44652,91.70584,58.923042,55.064926,48.42906,50.3077,80.73908,115.0711,54.36348,49.83008,61.728333,58.2305,67.78727,1225.4226
CSRNP1,13.363566,5.456814,9.474823,6.774089,23.70321,7.9347024,8.6581745,6.4708953,8.147892,20.854755,10.588961,15.701263,8.087716,11.161003,6.4040213,8.788716,11.054972,22.804117,9.251299,4.231736,4.110846,15.17434,11.7556305,8.23398,4.4845834,17.047844,59.514626,12.16354,19.75405,5.319233,18.011642,21.491777,12.847669,11.068146,19.782345,11.824733,16.937334,12.2547455,3.3119738,10.353704,1.9184862,5.665116,7.424683,3.4268274,10.891672,7.258414,7.7607303,11.842289,15.616908,8.364005,8.964616,5.605689,8.210068,8.939395,6.7202196,29.920527,3.1934114,6.1782694,8.021344,13.059195,8.654634,16.152124,5.512442,7.6266212,13.898053,18.361069,17.197453,7.180973,6.861575,3.7499092,23.48301,1.9573168,5.4098806,7.929447,12.914795,6.5837097,6.2425632,10.32719,6.5097475,7.4909496,3.1167665,12.814231,11.198833,10.24108,21.634031,6.7667136,31.418312,14.599947,4.496329,9.788284,9.16641,8.108952,15.15052,16.157959,11.756436,9.343936,6.331734,11.408218,16.516893,18.212404,11.200725,3.8689058,16.582298,10.2715845,12.662132,212.98631
ZBTB1,5.7571716,5.4940147,7.337387,6.0511446,21.79443,6.3070793,6.074194,5.231154,2.970623,9.363151,9.239888,7.718566,5.7525754,7.428092,4.2094693,7.106489,10.1305065,24.042015,6.373079,2.3069713,2.8455467,7.108747,9.274489,5.849254,5.4459906,8.274228,6.8469186,8.988935,14.90692,4.787623,13.492784,18.313643,8.743629,7.727269,11.349646,10.120717,8.693766,11.759639,2.3893342,4.4151344,3.6159678,4.514059,3.1010633,4.381786,9.143699,7.7485313,7.420951,10.168926,10.759272,4.49655,8.324937,5.3418083,5.36318,7.7300606,4.907179,21.012573,3.2968178,5.405837,6.801881,8.517332,6.23244,13.772465,3.6879375,5.315224,11.020688,13.746844,10.513877,4.5461817,2.9476304,2.0867743,14.818794,1.1697625,1.3902197,5.416722,9.372622,5.9508414,4.37518,8.449591,5.577093,4.8757744,4.7474837,12.305342,6.9879026,7.5605035,16.196455,7.599087,11.597436,6.5420756,2.520238,3.733285,14.3437195,3.6421673,8.799776,10.067301,8.874931,8.12359,3.0164511,7.2933726,9.172671,16.724703,15.959299,1.5708848,22.742973,6.6829524,7.4592733,162.4393
C3,13.849783,3.312256,2.0890431,3.3290367,11.220181,5.451892,4.1366425,3.6145258,1.9195029,8.604197,10.131403,2.886857,4.0729427,11.518121,5.7588377,35.21738,24.711802,56.588074,11.806805,10.030028,6.6810884,17.761557,7.9348645,7.9788303,1.6064558,8.006002,4.800293,5.192135,6.719779,6.625799,11.989303,18.384651,2.2611465,12.745835,22.645695,7.6807103,12.63578,4.231229,0.9833623,4.9809604,8.806885,2.7522907,9.903261,18.37398,14.695934,20.1674,7.113953,14.340687,15.52498,135.1965,3.2574484,3.0746622,2.1568127,4.7984495,5.1548405,12.713648,1.0980287,5.213758,5.4231462,7.789257,7.7416487,4.8547077,2.6073437,4.5196633,11.04788,7.75502,11.158526,10.546676,3.9405742,6.7371135,26.633448,0.0,3.9368117,2.2184973,10.63783,18.312506,6.135606,1.6262265,3.7267318,8.4152565,6.783546,6.742257,8.872223,13.107419,25.96907,5.623601,28.636889,7.4877343,2.4986048,3.5157723,28.372057,5.864811,4.6875453,5.5994,4.6031895,5.579183,8.494596,5.4381146,7.2895927,9.657441,8.04645,1.1586918,10.320057,2.966407,4.4899364,101.49199
ILF3-AS1,314.77594,146.97446,292.9092,257.93497,893.577,369.2586,322.4018,314.33182,177.18498,464.87085,368.01468,426.26535,268.40576,341.69183,144.59113,263.2725,280.8284,883.9605,311.28183,135.27292,139.86699,436.29028,521.41583,288.86035,185.25444,383.78134,304.53485,390.6693,405.22806,212.73883,639.1324,791.03955,401.1867,409.4638,513.7481,308.6922,560.21075,393.16055,114.02997,316.7507,81.99952,157.32217,139.2019,174.89763,382.7624,218.09792,254.10938,444.32114,378.44016,340.74597,340.48627,165.3524,171.27444,406.78784,176.19077,1159.4478,166.5106,199.0095,265.8774,407.14618,361.30273,537.3395,191.07674,240.6714,443.47427,433.7603,491.98416,172.43237,158.00296,115.44308,604.103,70.4214,228.9221,149.21721,426.30942,241.1419,288.40134,265.9129,162.53137,221.10158,193.37323,465.84088,293.22998,307.71472,959.4655,302.65234,656.603,432.9286,197.02945,257.33188,408.10776,208.79996,413.3385,487.2781,390.22806,340.01395,151.7242,289.42303,515.5958,747.97363,406.53265,70.91761,464.19693,311.3498,329.6453,7432.0215
ARL6IP1,316.7789,113.23892,273.82605,212.53352,828.0389,322.51462,303.31143,244.20526,146.57773,537.8753,371.7511,401.8296,196.19762,336.99854,136.97607,388.609,326.11157,822.5972,289.31976,112.5598,146.50217,328.62787,428.50854,267.70038,169.33206,286.99762,236.65195,404.45657,421.70377,182.97835,502.53998,664.52356,404.0601,370.27795,473.19083,286.40067,484.1493,369.83093,108.648155,257.02585,68.790306,154.84314,130.07587,165.0208,414.52066,230.54062,258.7849,334.99072,381.89566,250.89392,342.63977,145.48927,184.70546,370.01248,131.06367,1129.0759,142.49104,219.97285,232.46103,337.35397,324.4475,495.24994,204.43527,200.6345,433.0061,472.60956,449.91864,182.0328,117.21994,156.51405,647.92035,82.620255,218.69331,190.2583,381.11096,221.15015,242.46146,245.08592,160.19032,194.63625,191.7038,474.86273,310.13785,316.00983,539.2318,285.44873,548.8127,303.71915,193.89767,289.34076,365.6847,177.66365,386.48004,409.76236,344.88873,288.60516,115.14221,247.16606,445.16733,639.0098,375.39032,98.03228,394.30414,241.50177,388.35294,6712.637
PHLDA2,112.954346,13.518343,72.75573,28.916145,249.121,109.54598,58.838272,48.763355,33.334026,122.31683,110.36565,75.590744,66.83025,83.04199,61.10378,48.024685,70.05474,152.76483,83.400696,53.864315,19.973927,65.390305,51.155605,67.65812,55.104877,189.42441,79.66699,69.21983,67.658035,49.624092,128.05893,304.49353,98.57149,264.3933,102.40862,67.29249,130.82819,89.72909,17.791866,68.43455,18.2182,40.70187,37.473415,28.228067,111.80235,64.23427,74.99095,56.21865,108.9597,91.42107,87.982994,71.943756,57.73796,98.89008,35.29527,374.34006,37.36285,43.397083,60.99696,110.450294,116.34892,205.37341,63.659542,62.91706,141.86473,223.3331,129.52493,44.62494,34.105816,47.370846,320.9607,21.432924,48.741917,43.620888,63.112545,43.728035,58.04882,41.170692,21.513788,54.109196,46.320683,143.16124,94.01144,68.36417,84.22728,168.25117,344.51797,110.876205,73.78278,62.833202,70.90688,57.270565,80.86764,66.02938,94.31418,94.44804,25.945568,86.727234,156.0619,163.44077,79.064644,21.60546,68.873146,97.42169,120.2827,2047.4452
NFE2L2,422.07516,109.51947,260.14566,201.86853,822.16394,303.5882,303.6765,241.49083,161.61223,486.5725,387.78314,395.172,203.04062,297.45673,133.80988,318.97,342.29877,920.63574,290.20447,134.3093,115.174255,379.64456,379.68484,251.12727,201.47263,393.05984,268.80426,392.55826,450.564,192.27614,549.471,700.37274,441.60315,423.15002,540.94147,307.3687,472.29803,416.92975,128.36516,255.22888,96.709595,193.52132,148.59682,181.8787,453.96323,240.71909,246.40927,315.5491,432.95593,198.51994,315.0441,158.87776,168.4086,351.15588,161.91399,1312.6884,138.46716,221.39624,265.98535,388.70154,307.13077,502.53906,209.55725,209.91454,427.95398,437.55817,470.40808,178.28436,144.29005,90.864845,694.13495,63.790535,216.93135,137.59743,383.23114,237.99045,256.567,262.54288,152.15257,243.3674,197.15419,442.43713,320.64267,288.1796,527.12274,274.85986,595.68713,382.12637,177.92085,267.4925,355.77267,180.47845,378.0367,373.9526,344.4574,315.82462,169.42343,256.1908,463.25635,648.10144,431.82434,90.53433,397.6938,325.32986,372.10934,6751.147
PTH2,8.553144,4.8170366,4.582443,4.0476665,9.270707,2.1247392,2.7600763,4.034212,3.6512413,4.51184,6.9065633,3.8778255,2.4326384,6.1087465,1.0878196,2.0038552,4.3628607,13.882317,4.7221684,3.8331208,1.3108379,10.642515,4.5248,4.867236,4.394326,14.69238,1.1390003,4.139115,4.389852,4.087518,5.5113125,10.289984,16.702324,4.315318,9.516962,11.209602,5.8251963,6.052971,0.8355048,6.195032,5.6742616,2.3662877,0.80099636,7.472775,13.593875,6.284048,2.7176144,15.495661,5.9477186,4.67732,9.580261,4.3459344,2.3284345,2.402912,2.4122567,7.340625,1.2363634,5.3233037,3.281125,0.49967137,2.8729515,5.6861706,2.8144317,2.4102597,4.917819,5.7251186,5.985805,8.207151,2.4602132,4.1000934,24.195023,1.7197486,2.187607,2.6999536,29.183449,4.3094664,2.6482859,1.532582,2.906371,6.8794074,1.8790199,8.515663,4.674698,10.714379,6.207309,1.8551294,6.831697,3.3804078,2.0533717,7.980118,4.985645,3.7591736,4.227731,5.373063,5.217418,3.1111097,7.600605,5.2263427,8.73818,8.046346,8.742882,20.537601,5.3127337,1.7673461,3.8175154,76.50147
RP11-1398P2.1,4.4033613,4.8116593,1.6854733,3.6260257,4.3309407,2.5313818,1.8526871,1.5797023,1.8752764,5.9184995,5.7200084,3.5338883,4.078817,5.520709,1.717603,14.78391,3.866426,20.385176,1.3058087,2.3689766,2.8047552,6.1048856,2.9989178,2.8189979,4.1551175,3.8069854,0.73245525,2.5463145,6.332308,1.9202452,4.457021,4.8438206,12.548179,4.2989297,2.0138175,3.6455526,3.5859635,2.864768,0.30252022,5.0219674,1.1709132,0.34476724,0.0,0.8922981,4.8342147,2.0790415,6.404856,2.2497258,14.754569,0.48325914,2.1854153,1.2692096,1.1438328,1.5390124,0.70688707,10.478693,1.0161405,2.9798043,1.9245497,1.9935775,2.662868,3.9915419,1.5598266,1.4222097,3.4497268,1.5578878,1.3102006,3.8109572,1.1652168,1.7244549,7.1398664,0.7002512,4.114424,2.2970874,3.1643558,2.9886956,3.1357772,0.8575689,1.0821587,3.9825995,1.30545,3.8931997,3.102715,4.135419,2.3153088,2.1469529,3.139594,3.7647061,1.1418692,1.6289773,9.345213,1.9916158,3.113359,3.6733682,2.295898,1.7141161,7.9020405,2.0538876,3.9035451,6.267091,2.7988043,1.4929037,2.861752,2.1253228,3.2926297,41.46297
FABP5,728.13904,225.0207,723.59076,313.84344,2836.4666,1086.9467,783.71216,760.9303,361.28775,1189.4476,1061.19,927.5,496.0347,783.30524,280.9992,434.30786,652.5196,1916.6498,876.0974,219.52357,282.57037,731.1927,1194.4482,763.112,418.21027,977.8087,1230.5723,1117.862,702.3578,380.12234,2019.7815,2014.3551,846.81696,1217.7972,1209.6565,600.174,1365.2537,936.6952,215.64604,704.4035,126.05269,484.74475,226.51831,194.9755,871.93524,413.52725,395.775,884.0549,532.486,922.0837,983.99304,353.12915,448.45502,1113.5109,401.94537,3654.339,278.08844,587.97815,719.642,1385.7102,1543.9309,1969.3263,510.89957,582.6824,1435.6918,1214.0956,1089.5411,306.4002,376.70825,268.5798,1875.9741,208.81992,371.57196,189.23131,926.4397,451.8717,705.1656,705.0714,430.92822,359.0627,418.89944,1420.6729,891.00684,756.8321,1294.0413,598.4038,1624.527,869.35095,740.37897,737.40344,660.50354,494.57462,885.0189,1073.1444,1264.5116,865.02515,200.89944,694.3128,1279.2045,1805.973,877.32886,158.08179,1311.8594,1140.5906,1181.7642,22319.773
TEP1,5.282056,0.7974322,3.2136278,1.4587152,8.382884,1.6555024,2.5892227,2.1450734,2.2273986,4.2624087,2.4389806,4.0610247,3.999677,4.0451493,1.7679133,4.7444506,7.298677,7.9843507,1.4025128,3.3940377,0.54601717,3.1630888,2.4287195,1.9646281,2.0304902,2.7481098,1.5467256,4.1885796,3.5697715,2.537921,6.32742,7.9889727,3.4979553,4.427227,3.1119905,2.342173,2.7587981,8.305879,1.3514143,2.165006,1.2911774,2.5157065,1.6385933,2.4666615,4.637331,4.2355924,2.322517,4.7101436,3.6348858,1.9067941,2.2364602,0.62382317,0.60819155,2.267094,1.5381429,10.812435,1.5131989,5.5328946,2.1521385,2.4261074,3.4217901,4.8446207,0.37671995,1.3224984,2.8047285,6.019162,5.8069606,4.3068104,2.1335104,1.6361499,7.480293,0.31973502,3.053168,0.20262188,3.8301105,2.402431,3.776926,1.2623785,3.5986898,0.50531334,1.333862,4.221409,5.508128,5.0582256,5.483528,2.8137066,3.6044059,3.1960335,1.4595374,3.1421714,7.9698644,2.6216838,2.9338074,5.7331753,2.2176287,2.589598,1.8309183,2.6077325,3.30798,4.8755655,1.921569,0.84669375,2.6783552,2.211698,4.4222503,60.547485
TUBA1B,9376.3,3893.374,8740.548,6506.856,25561.928,10270.638,9196.482,8434.41,4415.2715,15240.437,11334.148,11403.755,5627.414,8865.843,3487.4912,9311.8125,8668.953,23005.818,8550.116,3659.2964,4259.3716,11413.331,13560.008,8303.821,5282.009,10045.568,8288.256,12545.2295,12796.644,5663.972,16819.543,22080.176,12379.387,11180.051,14931.396,8351.667,15296.211,11075.452,3565.954,7851.699,2299.8384,5213.541,3702.7998,4668.005,12547.284,6534.6973,6758.019,10705.975,11823.509,7424.5693,10218.874,4633.219,4834.0327,11171.446,4386.867,34279.164,4277.0254,6745.7197,7384.574,10940.663,10464.463,15999.262,6362.7446,6212.3022,13591.827,14183.718,13728.099,5340.859,4116.2734,3123.2844,17987.34,1942.4155,6278.3916,5443.3755,12301.576,6884.2744,7359.5547,7872.1167,4679.569,5934.8457,5793.862,13672.812,9668.673,8270.153,17665.133,8200.255,17104.94,9478.876,5929.455,8094.316,10714.145,5121.8887,13050.709,11811.59,11292.679,9364.254,4325.781,7598.477,14075.434,20724.37,11798.108,2599.47,12637.71,8889.512,10971.436,208717.69
C21orf58,280.54767,95.706314,203.87006,183.2767,553.6867,251.7652,230.49156,187.9856,100.473564,366.0072,268.92285,319.5664,130.70802,210.23242,87.278076,176.0973,202.64116,525.63055,219.68132,81.437485,113.75782,301.84088,343.73056,200.2299,117.876755,219.0324,157.44763,303.39587,397.62146,162.85434,332.63092,516.4706,338.59976,251.60547,390.4259,213.02278,384.92377,285.5591,90.43541,203.01945,49.796432,122.67554,80.39832,130.35368,304.87708,185.43314,191.58762,252.89049,319.3434,169.91411,228.41676,133.10542,138.07608,273.65768,111.20612,695.3468,105.704,181.34122,190.78334,261.3811,197.02814,315.0095,152.356,158.50983,297.175,308.93613,320.06784,138.17519,109.93423,68.790985,399.80386,47.02883,160.15166,137.19632,276.99298,182.01068,210.32971,199.87604,112.959625,199.08855,135.81392,334.0491,228.7705,201.5395,460.47614,212.93877,329.67236,217.1931,139.83943,220.57072,256.82587,117.28365,286.45267,313.8396,230.37384,239.63438,109.95242,201.30988,346.39438,500.11807,329.168,54.951015,319.84515,169.00613,279.74036,4862.354
NCOA4,307.7373,120.64225,232.6489,238.63585,545.45776,225.43936,225.51999,210.81491,128.809,398.971,270.12,318.3207,184.82901,280.40515,116.60362,428.85742,271.81613,757.6977,222.0418,108.850845,124.94572,367.03488,377.43475,221.99652,139.57637,223.35422,180.18379,288.89435,388.97806,158.42337,376.24017,458.69183,326.5522,280.9818,378.86548,256.38446,385.92,313.9197,107.53128,198.3293,62.187065,146.38684,124.59978,159.50742,327.93338,193.59644,246.8427,303.15958,459.11142,169.03291,240.791,113.76506,128.16687,268.99615,111.67987,799.0578,114.93596,150.7712,178.62431,218.10266,215.47542,316.66693,149.25075,167.6424,283.9879,291.49142,370.88174,151.45175,105.381386,73.05013,373.70148,49.814003,162.43396,235.67012,353.5864,257.58344,176.61932,202.60124,137.60706,184.29523,210.51741,334.4745,256.68607,280.01923,373.0728,246.61371,354.64203,240.21707,132.88737,192.10985,390.41684,133.59436,307.92474,326.31464,265.40134,225.70067,199.45448,179.82755,340.76288,574.8024,387.38727,66.61266,335.74307,201.61208,273.4707,4791.184
