gene_symbols,Basal resting,Suprabasal,Hillock-like,Deuterosomal,Multiciliated (nasal),Multiciliated (non-nasal),Club (non-nasal),Club (nasal),Goblet (nasal),Goblet (bronchial),Goblet (subsegmental),AT0,pre-TB secretory,Ionocyte,Tuft,Neuroendocrine,SMG serous (nasal),SMG serous (bronchial),SMG mucous,SMG duct,AT1,AT2,AT2 proliferating,EC arterial,EC aerocyte capillary,EC general capillary,EC venous systemic,EC venous pulmonary,Lymphatic EC mature,Lymphatic EC proliferating,Lymphatic EC differentiating,Peribronchial fibroblasts,Adventitial fibroblasts,Alveolar fibroblasts,Pericytes,Subpleural fibroblasts,Myofibroblasts,Smooth muscle,Fibromyocytes,SM activated stress response,Mesothelium,Hematopoietic stem cells,B cells,Plasma cells,CD4 T cells,CD8 T cells,T cells proliferating,NK cells,DC1,DC2,Migratory DCs,Plasmacytoid DCs,Alveolar macrophages,Alveolar Mph CCL3+,Alveolar Mph MT-positive,Alveolar Mph proliferating,Monocyte-derived Mph,Interstitial Mph perivascular,Classical monocytes,Non-classical monocytes,Mast cells
SCT,7.059755289368148e-05,0.0002577430716103794,3.51639919929891e-05,0.0,0.0002665270251533928,0.0002598716432111594,0.0003033292446442912,0.0,9.123428746587646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.007855222336110204,0.00261497971911438,0.0,0.0,0.0,0.00011555429344476675,0.00019247366694461458,0.0,0.045993621891450294,0.004024418724612494,0.016196030841148543,0.0006537067557264118,0.0010366164824860361,0.001104681449244656,0.0,0.0,0.008180587370977481,0.0019027174211449333,0.0036070233944423134,0.0,0.006936193993282269,0.001429632417400585,0.0010480740910293548,0.0,0.0,0.0,0.0,0.0001596759482324222,0.0007093180086797543,0.00010807248098539561,0.00036922781389088483,0.0,0.0,0.008146193606398698,0.002151805027328788,0.0,0.852414378266829,9.279272529243659e-05,0.00012905649136271623,0.0,0.0003670257854233811,0.00020680401345297443,0.00045009543182266906,0.00032456737925151566,0.0005557502886559406,0.0004332439961579986
FSTL3,0.017210109444681012,0.034278110384261026,0.07179480418161337,0.006304296161253169,0.0011212757326693704,0.005028765862948711,0.013307714699724088,0.004171994600653541,0.0071249949583460665,0.033638413097740905,0.006126389583018526,0.022406356406261426,0.0240645260501108,0.011445652566124263,0.014042224876007729,0.009212395509082231,0.0011898741080181264,0.01175413821904228,0.016464487557874642,0.026255081216480767,0.5952582407825989,0.03215672581614351,0.09050482819970826,0.10054154487450663,0.22628783828794577,0.2841267579603668,0.0149588485922841,0.2252990796427379,0.08363810822301528,0.2625567817170168,0.03732022902664054,0.16827831298326648,0.4623451718791917,0.480362791711728,0.3216962937388002,0.26412964411405065,0.49276594644553623,0.3097787809641589,0.23260329669726884,0.2885347573244121,0.13509920801568417,0.06412125824369742,0.006006975526456723,0.00698709631728534,0.006827340911940566,0.005260081749822079,0.006038267389283539,0.009905426214974507,0.010282808605860734,0.018792659412717325,0.12035321034376732,0.02190226356111423,0.013625283111973314,0.01609341766908019,0.015087480999761834,0.011176581633100528,0.026798424612082847,0.028307502998142157,0.03935551689503401,0.03981914821188533,0.014542211684535691
MGAT4A,0.023412886491235838,0.037938508047145166,0.0305365039520279,0.04166464905864261,0.03310593890668544,0.016903428952245607,0.11820979322250391,0.08287810281433082,0.131651194576361,0.1224372468996909,0.11890498818538243,0.04646760239372622,0.0691462870697229,0.15912046310466038,0.0367050502577174,0.31106995489455064,0.27996620797032135,0.1601365260682229,0.15670259914366355,0.09856442083935228,0.09379244625013598,0.05947008924303656,0.07308660374176978,0.25922296658622085,0.2852918892606047,0.2985070009357254,0.20664957737665068,0.2815694124807331,0.03279508054152708,0.07229612659472805,0.05617863068289141,0.01564713137061574,0.016706441340649924,0.016712684388846485,0.012743314211951679,0.010628900704091787,0.014086902199134794,0.018792067764123843,0.007770892319225426,0.031978952424524115,0.03190516335793294,0.06834971319107441,0.12711733644358425,0.06566467236842623,0.34747150508748903,0.2540575646424744,0.2282560870025596,0.3120186227776317,0.08930382557156483,0.29500600120806136,0.026536405197401195,0.4034266658746724,0.21245293887670708,0.16683894933033797,0.0937442233394743,0.23328809719821836,0.306386130215222,0.34655982729850976,0.15225163954734394,0.09836680703794999,0.04743782454599275
LMCD1,0.05757767273993283,0.07525617271853681,0.01972845889977879,0.02337062430891925,0.011344632618800284,0.018869047640895673,0.13783312617062676,0.0375537112706633,0.03699158258401722,0.06564460473391429,0.08510603112477731,0.03091354489965347,0.11042602854214147,0.017024311092878434,0.007144370354221745,0.06663551391893172,0.4367535653548536,0.2984573800184917,0.508582952441431,0.25337562311092976,0.028218213545278814,0.023925118206572407,0.07305293288620938,0.33118014422730513,0.23585862042486877,0.41962399758921165,0.6562944813936225,0.5930866157833422,0.19194174866042532,0.139490660110983,0.23297307584728566,0.3902724965626516,0.22618098470685333,1.1035804873009418,0.6699340935384412,0.2775935580042126,1.163781097094674,0.7148626049158334,0.32041892842323594,0.6664276628655758,0.1962856490883967,0.0,0.013744042632271743,0.023759585333525287,0.011018741849856661,0.010252219261196911,0.03782237494946456,0.004647633515810579,0.02472579615402261,0.015183250715917165,0.188084857561957,0.004866139140146405,0.016838389982646043,0.007339795537968457,0.012905940509249474,0.041664017323588654,0.005139484384393005,0.015147522582003796,0.009603118455306836,0.009305880093187384,0.013037412369978317
CDH19,0.000166811057344902,0.00019510275355726214,0.0,0.0,0.00021636098020825042,4.5075206113158175e-05,0.00042372290075805687,0.00012467260733843558,0.00023927888131650696,0.0,0.0,0.0005168787354310315,0.0,0.0,0.0,0.0,0.0,0.0026283463653452416,0.0,0.0023102785523799693,0.0,6.521619440316102e-05,0.0,0.0,0.00022579254585848493,0.00023634062957079082,0.0,0.00022664776689514332,0.00011944526290354989,0.0,0.0,0.004168211838436043,0.0025145170442741126,0.0073132477955866575,0.3895180591827401,0.0,0.014807969289684775,0.03684687403859654,0.0,0.022557112177201667,0.0,0.0,0.0,0.0005352233547167563,0.0,0.0003726653580598045,0.0,0.00010357423379211526,0.0,0.00019940474554940805,0.0,0.0,0.00015472003203378807,0.00016272702616023152,0.0,0.0001714282160567987,0.0,0.0,0.0,0.0007044346576462426,0.0001349690346545037
LIMS2,0.0007612552344259695,0.0013675937382015685,0.00033144825789348817,0.020398003356631826,0.0003756201985462177,0.0044909883710398625,0.0019157061353100298,0.00021761443881064695,0.00022307976819964533,0.0014098828731271189,0.00730754104392108,0.01268208611075084,0.008253516268254957,0.0146712139397534,0.006225151729413786,0.0,0.0,0.000975642266406733,0.0,0.00039553639608606395,0.1700569369751044,0.012998250024498927,0.018624723450218626,0.7460308893128074,0.3246703822409107,0.6718605907426182,0.33722163471922295,0.7656407036629778,0.1718967901198068,0.27086597336952234,0.3475436586980649,0.014773698267547297,0.06642014096738785,0.02073811616036088,0.08602607993288719,0.018766144595663614,0.06829760914593773,0.268079658777164,0.40426642584567957,0.2803860815048404,0.014917802232937007,0.007013387596033845,0.0254680250103929,0.020911754815903946,0.013841350154577764,0.005751660532066377,0.027066115789384636,0.004205240676108583,0.00291234724484961,0.006541432418636324,0.007514266091035538,0.010492976673913178,0.09448295922786969,0.06665787075645695,0.10898492511781686,0.07811481166803468,0.019141574303488913,0.013142625452550509,0.011286946311533253,0.010885204780427909,0.006847750224739786
FCGR2B,0.000313576954917082,0.0009127499791481763,0.00033944353230823664,0.0,0.00014202598546496334,0.0006248353168741924,0.0009562259021281797,7.593865892625147e-05,0.00023025398512215747,0.0005070995458230334,0.0,0.0003701787877912918,0.003026691989421022,0.0,0.0,0.0,0.0,0.0,0.0,0.001321519447428306,0.0028525464007141737,0.0031142373209744286,0.0021142006077549116,0.017288401685801938,0.00248231267686021,0.017402301735025688,0.003515795204403781,0.004042398476851529,0.0032816308462947155,0.0,0.006179390819526427,0.0,0.006383418799361345,0.0020899625919836057,0.0007992191818824166,0.012835142595254959,0.004229285133600324,0.002395414421132055,0.003083400968081255,0.00021489398710877963,0.02268244241830068,0.02987710164419497,0.2721684670184245,0.17075056081578774,0.003646146802082464,0.01115882741982935,0.0019960323237110437,0.02964599234986955,0.010136597864132041,0.7280366314054402,0.030267897987262708,0.012136384997773107,0.04402096188410339,0.0710276040488198,0.02781135117446877,0.02911968731027321,0.28146809944897305,0.7133702348402632,0.08375329827700814,0.07452224241915269,0.0062431544403197025
STK10,0.018641386868599275,0.0334850039167197,0.04477137639178534,0.01805935507477828,0.033660506176208305,0.022662651019615874,0.01773730876852151,0.02941226107712936,0.03803355464234057,0.03687633837603733,0.014766020300335735,0.011678115550753515,0.015575242520251624,0.020875575903874816,0.03132530325014715,0.0336301903192776,0.0,0.007212100956769334,0.003859673735323869,0.01802108542063031,0.009325119000732046,0.01038163111447583,0.01337193641226656,0.09397688332833226,0.08336685535596287,0.09063656838202933,0.06348482380939273,0.05482039242063033,0.01667743656776988,0.0,0.023519768755824937,0.02390392107720453,0.02253268690247765,0.03284662472124896,0.01087094343485103,0.008600319490888401,0.010307847547029673,0.013219812120469706,0.0045649516428408225,0.027171554266817475,0.02596804912125633,0.16219886850390688,0.14254823518762788,0.0665432589035555,0.19348300624440012,0.21064574441376904,0.2590581679013372,0.3265551825557899,0.2095589137114182,0.13873555991894637,0.08504978621172862,0.15923449947889673,0.15550924391656418,0.19276751418648574,0.19953369599630666,0.14962059340380446,0.1811828113741191,0.1671318290154216,0.26220020103741176,0.3754393809812527,0.06899913041510629
ACAP1,0.025543079136729017,0.018274238110738847,0.009955216711710456,0.033617450741090654,0.1766635228216378,0.18677886364372023,0.011310489055449813,0.009325330101521949,0.012711864283408734,0.019382174505830872,0.00910540228089263,0.021874755260005277,0.017913241955234242,0.010188629842088954,0.008659033276973812,0.0199330147101855,0.0038792393921196185,0.015418656457343258,0.020052914159090853,0.017879196395050194,0.01241592398085138,0.015502924258315835,0.00850637459644454,0.006311936586511438,0.005114304337957606,0.004489366854504554,0.009457783246956819,0.005623057416252145,0.011702938359460522,0.015759422751394195,0.007934541626646354,0.023718562702565605,0.031213337665676816,0.03765792047505861,0.00884691138098946,0.03530426621451963,0.03389457790514267,0.021599882801572087,0.022345381261341793,0.0210229464878825,0.021584749259992493,0.4469393363627106,0.6517887545185151,0.27583236917047116,0.8825163595996304,0.7804646778335379,0.5479075664888494,0.6057602064352151,0.3159769502015415,0.1797020445565427,0.22680867121875892,0.3077485736850088,0.0107474461792297,0.023679235970733594,0.01529406356468328,0.012329700054344719,0.05414669693307769,0.06959502220381857,0.1362133474102503,0.05519589523937109,0.1725045271484123
FERMT2,0.09538585847522053,0.12553312840056366,0.03823673649432852,0.026007195461717928,0.019562334076668752,0.02189668098002884,0.06765798882535065,0.06916730343318628,0.04353971396382184,0.11088670788178755,0.03172486340933528,0.12141663559734271,0.08721813314403391,0.07588944846347467,0.055196126143026984,0.06380735692619789,0.08713564991924179,0.08392729354720847,0.04749212104551302,0.13163251447019178,0.28266233175641975,0.15829670067685145,0.19570093981497988,0.27463615111618533,0.31151528629791136,0.27407991358752926,0.217065715360126,0.24607853125738707,0.18124923854036157,0.1907164848796436,0.31642954896353437,0.29424896581468835,0.5062419952071738,0.3857545576769258,0.741017218300286,0.3652772277633273,0.3861337766065442,0.43990334200125264,0.5829063394881565,0.7143422748916842,0.22871289181583285,0.0,0.0046011558961157354,0.027743636633999202,0.006224597817687291,0.00604798391059744,0.011052701162321448,0.004048788094919127,0.009037785682163204,0.009490754268594703,0.003104400359954935,0.006917240131094754,0.00843069972213672,0.003564436444434661,0.016432319049987636,0.012493566561757125,0.007645332783188848,0.016053235913618482,0.010614256608498636,0.005942730495851347,0.194716637970085
DHRS9,0.015025907410996532,0.19289527835491188,0.13730215884902344,0.23666105855769806,0.8605753536864442,0.5301009142309624,0.5297282621216084,0.2921944064807669,0.6928224179599008,0.48785222252899413,0.5319950053967393,0.0005812652557191372,0.030944518995576674,0.028204875864468407,0.05744331948363444,0.006305730052460421,0.0009969562908962088,0.004980985386733286,0.03468456872373046,0.0355080686961889,0.0014106199671035963,0.0013919556243657256,0.0008188241893604654,0.0016840691332753218,0.0005551671174467762,0.0015411462432396788,0.008495817130392342,0.0029133390802864967,0.0006452746389490149,0.0,0.0015893387369928607,0.014700406910698549,0.0021046300442720822,0.001077745749353242,0.0,0.003780602283228276,0.0013257305635370486,0.0047864154251022134,0.0,0.003847138975655977,0.004830158786679416,0.004961846046271249,0.013627281909954027,0.02879308485129039,0.007166047762548639,0.016109564347903095,0.004293339305022436,0.0024065622835598953,0.010225030602287025,0.043988038886553046,0.011797314170414396,0.009303160592514112,0.03462962192490116,0.09992380384591264,0.043774349950323144,0.04256264672379208,0.04067045545961373,0.05802611519493439,0.018934753814634595,0.07119373698192547,0.39126455319511994
PTGS2,0.01971536578839107,0.05543425936965888,0.08213368070608118,0.006905943350765412,0.010507261901117471,0.011623148910401298,0.01769847452061806,0.024030504745318815,0.051374854910423366,0.0924582151241821,0.003534222474037432,0.18496684405783703,0.1853552664792146,0.229658630288931,0.014832205324323718,0.0067272002071141895,0.0017739430921151398,0.004148588313193512,0.004853747142060897,0.05091690445471675,0.2155344257442437,0.07177611425412736,0.1442418320491343,0.09065837822109411,0.0043994783398195215,0.008092663695743864,0.038102204015901316,0.0997307403258726,0.023130091396563225,0.02216240351223316,0.016649079792532655,0.0871012127220334,0.11257083936901915,0.3858360923439342,0.024386103487294256,0.29375038024927114,0.0547644219514235,0.018602083418773924,0.011557942469220131,0.14281681755125347,0.05023601981134253,0.16057982348319033,0.011920878028143638,0.0191540088463467,0.009958622848436943,0.008896858226568148,0.003555129183434744,0.007317847332154246,0.05760353920172368,0.2664293585436013,0.035709448551062783,0.014037512368495118,0.053641853983303546,0.10354535847406943,0.021890877041273026,0.06528102577530734,0.25219916543321086,0.2775991157061615,0.489272378790017,0.2079426594953422,0.72030929703788
TBX21,0.00028651600584044207,0.00021250536454619798,0.0,0.0003482261134250871,7.958491270845179e-05,0.0003982571751431691,0.0002022197764684071,0.0002249376729202336,8.495542390742174e-05,0.0008613745147586865,0.0,0.0007784184392342052,0.0013134809085683292,0.0,0.0,0.0,0.0,0.0009529530478247568,0.0,0.00015889901541320326,0.0008316690782346185,0.0010507402536877374,0.0,0.0011650902246537788,0.0006249219976472034,0.0007176302888991803,0.0010107903247611322,0.0014985414692820667,0.003183872298350468,0.0,0.0,0.0009441850225123691,0.0026574457894201417,0.002307765626168982,0.0007145640863107286,0.0,0.0,0.001269385608373206,0.0,0.0006329085932325202,0.0,0.0,0.02077327425406471,0.017494527688218166,0.06300971780637515,0.1745445505235606,0.17694725848915255,0.5169510315857265,0.0021077978196541755,0.0063699626578729625,0.028864031407830372,0.0028100392374659534,0.0012312464006823654,0.002293774388613761,0.0,0.0010054205402954554,0.0022107269647494484,0.0015720076599192077,0.007892958932041711,0.0040911331858044285,0.014191402395720792
NOTCH3,0.013394952921470455,0.16648582741972145,0.16440287294032885,0.027341892090883568,0.0062666560793911965,0.013320280874597336,0.13469727606177345,0.11931913199136353,0.0523570708034723,0.07910028832523357,0.1344407243872434,0.07588451312729394,0.13213838750257972,0.01252890622865631,0.08853053005342067,0.023401261626923877,0.00415260666310335,0.013510392325661685,0.0011678525150650408,0.1027893162221059,0.02241882196190544,0.008155247449163202,0.03018784821073573,0.0012845673662081165,0.0013422647902632417,0.003024805974877745,0.005483269116472811,0.00255563414333494,0.0013954835682740523,0.0,0.017554800172386406,0.08335240854089655,0.020023047834026277,0.05693641412219633,1.0416183132073495,0.04050019428222171,0.024046860812430272,0.7033126881697389,0.05201446231614657,0.7267835889116521,0.005174193842208343,0.019640409305646755,0.0024699131781663296,0.005132940241503353,0.0011806642307657048,0.003056671857991857,0.0013613187228697185,0.0009090364461577063,0.001485337724211277,0.00281402996965969,0.00280351585006135,0.018901002269082513,0.002051683147614116,0.001824493006083432,0.004262495140930195,0.0027100799161232612,0.002767802699244922,0.003883854331543561,0.008003955160206423,0.01670999835590654,0.003007553347752796
ATP2A3,0.0028297761707619124,0.009663451251172725,0.005958499862051243,0.08743219990137298,0.1431475243960136,0.1094545844974372,0.08779694351990193,0.12180155385041552,0.2413932688260151,0.12891505900853373,0.23494205153165565,0.014923942880437897,0.06900692722889717,0.30236131333087624,0.32977223676726636,0.31232381104651896,0.9365746036399484,0.4849075493753081,0.6291854773423119,0.1861579733346139,0.003645570362573189,0.0029765096388189283,0.007131190439230447,0.1401710805955418,0.10657672800853515,0.08320158046207687,0.015913236523943736,0.07029112109707963,0.006854822263013578,0.0,0.0,0.009743457590359043,0.006214687770453756,0.008378347989835071,0.008899587254877042,0.004469912793196495,0.004382595963671205,0.019070367827368016,0.003984550428322851,0.024570474472096624,0.002044898963422714,0.14850751515774158,0.16502948272460416,0.1826548566328554,0.10265602947833617,0.10206814236218431,0.24019408810169562,0.1175035111136239,0.12167567309976149,0.04387635573377324,0.013328980485093475,0.20787444224738055,0.009495397819264808,0.0077813046102119055,0.009531694779257109,0.00910686140104913,0.040119521587339925,0.03469221186992887,0.054515227706373126,0.027189470113602753,0.1543835486905083
IPCEF1,0.015122358802336961,0.006840044761757433,0.002513205105890782,0.014418973537996854,0.009610479321186043,0.006827836551657511,0.014306711195448484,0.010786799330010805,0.012838677298069322,0.011221869811770585,0.01376476152131992,0.005627402336027905,0.017596223280254293,0.0003498819015391374,0.04802919826621003,0.015479679518602397,0.014895669098332643,0.013039367737952152,0.003733277305421506,0.01641417131922736,0.003231857192265718,0.005400663725932893,0.005139969015887918,0.011890414419869346,0.004916129217653693,0.0018993266012761183,0.003993495162813652,0.015694788400107875,0.028217422460703318,0.023453660948891453,0.06957922170630432,0.004027584328991449,0.0008659593675249813,0.0011123303468261105,0.0002025276168392482,0.0009367919439476582,0.0018443341541558155,0.0012490587378753998,0.0,0.0005075375102169096,0.005699334056845048,0.0,0.008128885221250833,0.005407251841914957,0.13457886602811375,0.0918241875898404,0.13202402816456013,0.10041658262608054,0.015315799579461536,0.038691501956688405,0.007025288738744444,0.0053162307258198815,0.01049373033548458,0.0058560225407482715,0.0007485474144396898,0.022772121059347526,0.009024410408701769,0.03001217918094864,0.03176648620554758,0.03473747072954409,0.0036121506664008474
TXK,0.0012513625534593007,0.001932848140065185,0.0016106268980881943,0.0021470371943012865,0.000854454305492846,0.0012727601060446242,0.0024391520411940503,0.001156644916948067,0.0013223693740519189,0.0007797285261710261,0.0,0.0067267365869800025,0.002517821218764857,0.011273639892891332,0.00135297600422817,0.012596418905279416,0.008922613517592562,0.0,0.010472450508089216,0.0006014317936590809,0.008698284657152921,0.004038673567492217,0.005394336759685555,0.0011925529961497518,0.001007942444289031,0.0007542928609074613,0.0014639785476706646,0.0015229862963596315,0.002502136350722859,0.0,0.0017599469926494438,0.0009949920941798732,0.0014676553312622921,0.001793555610743479,0.000620246734220668,0.0017024694779188235,0.002116585738697847,0.00083119841162282,0.004780321351573339,0.0027760776898653372,0.005740811903848801,0.06813078272307829,0.008019705284670688,0.015761216519674322,0.10034792035496937,0.0487751852930411,0.04036956233500467,0.5259055888613975,0.0005921596252189467,0.007038060615500031,0.0175488348714953,0.004534175878074626,0.008276525774967236,0.009425782683720482,0.0040224013776238975,0.006325984152944655,0.005877162604744841,0.0040260725357756265,0.005157414645393463,0.004847740267292814,0.013535205499323326
FSCN1,0.05692976349262045,0.11105370552385874,0.32296599302839735,0.0071676244536977435,0.0016885069022685303,0.0033089776217876798,0.0022242286981494956,0.05233451161280499,0.006053677724299556,0.012795958614548002,0.0,0.006752103140002305,0.007385153236197102,0.03690444630066619,0.10474987356741484,0.02250972210319222,0.23680072006588992,0.0029745407619923996,0.012357604849499068,0.04867413444610633,0.009993532503757004,0.0031534517997216815,0.006390473821926995,0.0351811339794911,0.31170094137533644,0.2266580435357692,0.21717703333093422,0.13675913592080158,0.7613073226978938,0.7482969142914006,0.695505467441278,0.07409440222249526,0.12294071617709679,0.12389083551222821,0.021156584955495963,0.18718889008417522,0.08692339791859992,0.01747587996849887,0.016296075037650296,0.09989939654623535,0.13412228244192567,0.26949326157665393,0.033022170481177206,0.008899495399427491,0.019226406251428747,0.010617945548653187,0.017118841728206782,0.008676479450381105,0.15046405790692347,0.0776945229929445,2.060353506234187,0.012121170307171537,0.005096015521454558,0.003984812890268083,0.0017138069597478307,0.00467830439384921,0.019752138708248764,0.04720647399989663,0.031999562553370386,0.027429398829518933,0.04938417969632946
ATP12A,0.028541628837501724,0.17523223396245713,0.041144543700438234,0.20979815815031458,0.368582302799203,0.07936173628314767,0.5659093056457796,0.08196216516898994,0.21480160437704973,0.730283271349548,0.6096914682132244,0.005264176434251312,0.19397851593903165,0.013820551649308914,0.26944995330368093,0.03614690405179899,0.016196871218899563,0.36238526498347406,0.444824193040439,0.28219148111781245,0.0,0.0005129263776572381,0.0006002177218657817,0.00012992323111772343,0.000657550846840425,0.001257531288181052,0.003900824707447405,0.0010981945825085395,0.0010459420843969259,0.0,0.004001145628728185,0.003772216498866114,0.0004834929675992548,0.0002424559841052745,0.0,0.0,0.0,0.00036136933118805094,0.0,0.002910525426747501,0.0,0.0,0.0029446374766442266,0.0040098126905032784,0.0042825728414807,0.006310875646840087,0.0019946061029711866,0.0005733613970209938,0.0,0.006346934660149761,0.0,0.003871506331568937,0.00031521322932327007,0.0004722624217718272,0.0,0.0,0.000213492400297149,0.0005423359080991604,0.0009609401519049695,0.000608813160588295,0.0011489762336206412
ARHGAP15,0.0016080888346292717,0.0015041933176593448,9.898681569946205e-05,0.0017136082174247216,0.0009874694246944054,0.0029774945723095203,0.0013963293967043484,0.0003183835457923245,0.000799589895735475,0.0012908531437534493,0.0038355463756554243,0.0027039347164136344,0.003968304216740955,0.0,0.0036349514609210114,0.00370833258189847,0.0005851280942472806,0.0009005923247216845,0.0034014942069181867,0.0009319859139009941,0.0031109223013703474,0.0032970147176189196,0.002538093137548379,0.004172095091436495,0.00395448152050352,0.003002224625022512,0.003402772332619471,0.003989273267341298,0.007258410018347389,0.0,0.002547929485477052,0.03281380418654085,0.03064306722173281,0.06767541158670294,0.06921495334947847,0.010136194531875763,0.010913703921488887,0.12009890471398002,0.0,0.021303173921337362,0.02271093596935649,0.40663094057808186,0.3215561186379751,0.12469031452184443,0.4985458195194102,0.3127023911725372,0.3626743384294531,0.25169584088760844,0.1585222791890209,0.1787190939628418,0.10933037329708317,0.15506291427370208,0.08697004143837862,0.08290751551240777,0.020295731550625095,0.18832994685232748,0.07118122464755854,0.09919431500509729,0.08989678819237329,0.1333319549669461,0.30387910414918096
PAG1,0.0029199198988960505,0.009575169659463348,0.011670961133273944,0.010545820577326538,0.003324451831556073,0.008006955353376716,0.026302075956291707,0.012438327716634707,0.011194410678529694,0.008480121986868054,0.02316144795770523,0.12705277657982747,0.11353813353889591,0.021470254115511758,0.016073292989943627,0.008581163923938342,0.015953725238531554,0.0370800445571565,0.07632727151171284,0.006062924513262136,0.010534754820583714,0.09178430631463401,0.0957537969287191,0.017339387319464893,0.04204273870102507,0.04140594112336205,0.006980381674205717,0.024151554381075385,0.03248330479127163,0.03793160627416377,0.07519840732239487,0.19846380280734868,0.016041482402656057,0.14080914118362425,1.5342065745574105,0.02446873515410436,0.21682095822529782,0.11340716773761042,0.009178581238479208,0.14599568015052494,0.013993322873742355,0.038614527298201536,0.14942389769537465,0.07257805711677033,0.3088655836235356,0.16666653407817264,0.20737513002355734,0.05142389142510861,0.06575235301793833,0.17397695679055442,0.162979937961149,0.3637047300964703,0.6762805053116694,0.5295581053239181,0.38530828952576635,0.46716550302439247,0.2771829727581128,0.17101948278832813,0.25950968927347007,0.5478506889035638,0.4467412540396146
ICAM3,0.01929455400079448,0.05308843638207658,0.051389307430917054,0.10757558339607508,0.06277208997712677,0.03204860646883909,0.10424651006500801,0.0839961792836395,0.06602062294460372,0.07229421325624492,0.02036348994567697,0.04695167326066415,0.05189628244834816,0.02752278113784355,0.039374217876932634,0.009847036115808889,0.3946681152289742,0.2182886741606301,0.3587677765355944,0.10249479618589234,0.02763747113235769,0.07501959952558043,0.0750306320369748,0.05403825705532392,0.040485724789408845,0.029011899812890388,0.09424110284986512,0.04155816822108329,0.05830084615770624,0.031421123771996254,0.02054815310471078,0.0471181799111269,0.06207041590068718,0.03737965066681029,0.015137575609055622,0.06400998809936348,0.0374297361418889,0.032933622146993705,0.04009366421914446,0.023142325882404433,0.04415694680054549,1.0116837354964878,0.4953833559357231,0.6074812621864055,0.6122640735776322,0.47034836905750305,0.5978853180796113,0.6229650104344961,1.0090541847692207,0.23270723054451642,0.12714699667709578,0.1823073615608114,0.044218090760449066,0.07468966521722628,0.016961790874745544,0.048065313636858384,0.07774362327723296,0.05427802708643117,0.3308362812389454,0.30487389463390624,0.16123889867797853
MCAM,0.054431434874108724,0.07621846587372652,0.13886656392333122,0.004182009992131476,0.0005991379546785683,0.004004488452745136,0.0024742377020251847,0.014653921607031255,0.0023009595674850216,0.004732271373642267,0.003946243580884375,0.0026579086189641487,0.004654784025541841,0.006391561063384235,0.023773178415146496,0.010567162511447294,0.000812250472873874,0.0,0.0016330909644376565,0.03048869524149473,0.002627555503432317,0.0021431986616207536,0.0022560853324712004,0.19818350755422667,0.13993259568370822,0.29543271437051066,0.3364720873771679,0.48435920444058445,0.012120011192580257,0.0,0.014638964045964596,0.003793758827193182,0.010543900369164725,0.012488205564690165,0.9213840263769091,0.009293196354888312,0.05908445384585578,0.9040995896508006,0.6236147666925642,1.7058685694680387,0.013759193895668894,0.00917076418201448,0.009029151061057918,0.013473840002565747,0.031885925731377954,0.006455187196153799,0.024635099325786055,0.002340330050284883,0.002780678878681865,0.0034332270775873325,0.010323755183445176,0.0041077027261118264,0.00823099934520752,0.0016165089580387857,0.002180521667116504,0.027295864723688595,0.0018879243080061226,0.0059878292040406456,0.005687639202670096,0.0025018571993432335,0.0032158966215059836
SPAG6,0.006045198289664282,0.007463815037608781,0.003124168589393772,0.6194294104750069,0.9149863831831909,0.8853313671327464,0.0069003820537219445,0.01094007246245386,0.07256280338724377,0.024080246256322803,0.00780243690123716,0.012018211075646011,0.030580723858958866,0.016771268303585617,0.001448538348964268,0.04091803139398185,0.0,0.004458923816682369,0.0034733436736468374,0.01055425830439136,0.0015895189489754306,0.002242327427866122,0.0010623338668531344,0.0022409254765810935,0.0015247845884263911,0.0013353236108587332,0.007133594139945895,0.0005014907705407495,0.0025635573196687218,0.0,0.0,0.015906328033850742,0.0006866021859119737,0.0011546184210050139,0.00039336650641845706,0.0,0.0014123632551933693,0.004732957792951449,0.002662977935125616,0.005574179624013842,0.005256112272094714,0.0,0.004675766145797937,0.012853290304912586,0.004866409473422743,0.011249865247141904,0.009563640741145811,0.002163816483482837,0.011420110437800092,0.0069018685401834035,0.005849239494174384,0.009925460859586696,0.0010919005392789163,0.0028319981726196435,0.0017554297694018601,0.0031515925947991313,0.0018017080720210156,0.0015134288263439525,0.005943297029906001,0.002680918740602633,0.007155907880353775
