gene_symbols,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
RP5-1065J22.8,19.590002,4.3365684,16.519506,9.972146,54.686256,20.041687,14.214132,15.003469,12.979952,27.001926,24.653215,26.288658,11.437119,16.348099,6.067687,32.515556,23.871693,65.02331,13.197395,4.6555924,5.088717,23.57632,28.134285,18.531553,10.308102,21.013,15.4943075,25.709911,21.875292,11.276715,30.85548,42.691845,22.766378,24.211905,25.096012,13.695042,30.065811,27.445314,7.4413786,16.054544,5.4445524,9.145033,9.709047,9.435059,25.2831,12.994483,15.446604,21.044024,16.76559,10.335504,18.436647,7.7329526,11.8876915,20.526707,6.063343,65.430725,9.35155,13.350296,16.435349,18.743904,21.023148,29.57946,15.58808,10.972706,26.935669,28.127348,24.39372,9.1943445,8.57805,5.4748325,33.421,3.7768106,13.707777,7.1569605,23.951777,13.611808,12.922288,13.945604,9.522724,11.628236,10.68295,24.62749,17.011143,16.186495,34.6256,14.104799,23.441803,21.026955,11.457931,16.54974,23.123072,12.170588,26.791716,26.411549,21.054972,17.210056,9.88859,12.136942,26.500708,43.12261,24.479122,4.7726574,28.155634,21.500158,21.525167,410.6669
CD53,148.28542,51.114964,99.455215,81.61449,327.49692,123.48489,119.37178,95.10222,73.117805,198.35849,173.78773,135.47069,81.2307,116.13755,46.08159,207.53848,146.52036,390.28558,110.62424,53.422302,48.046677,161.4652,155.19774,101.28851,83.7476,167.08147,97.66452,168.13953,149.09871,70.21382,201.97571,292.37003,160.84264,155.82883,200.70996,116.36694,186.05675,181.0418,46.94948,101.42849,44.02175,71.37161,54.02999,89.099174,192.0573,114.909744,95.72115,137.35529,177.79486,95.87875,127.70793,68.32197,64.33963,139.77525,59.9528,438.3329,46.12278,87.27791,88.358635,136.98332,132.09946,194.32036,79.368546,77.803314,182.7874,184.64487,178.54968,79.26491,55.539597,43.311462,297.1915,24.984419,85.25698,52.556538,152.92557,89.11398,83.34437,87.106186,72.4788,81.26178,71.87492,171.84958,124.79596,119.98657,192.42052,111.37846,191.14436,131.58485,63.227543,121.62302,180.71205,75.71402,125.96316,142.74649,131.72324,105.53078,77.82988,93.508705,179.14738,247.26288,144.0299,48.844196,153.64664,101.04065,132.37035,2601.7778
CHI3L2,80.22395,40.988277,79.902275,81.1741,268.63757,102.646034,89.11971,76.7879,49.084156,158.94739,100.96923,127.15791,65.12368,140.03593,50.499786,85.11939,61.30046,199.28436,68.685394,42.500347,56.01572,275.0283,249.35645,67.33305,52.637375,71.37206,77.09725,111.00638,266.50293,58.628666,196.99606,152.3013,119.03626,105.771774,190.76378,122.05313,129.5073,99.0005,33.73109,79.75568,14.434542,56.372448,81.08491,22.980154,111.916664,57.982964,69.55151,193.7025,151.21289,59.27486,97.16817,58.87522,43.157513,103.05739,44.63318,597.55084,25.46038,51.518646,67.19584,165.95659,183.62962,133.87196,55.871063,60.05878,130.21872,100.80299,126.72072,32.043434,29.450527,33.33089,210.42004,27.587486,47.849167,35.86326,274.7561,144.55624,105.50601,104.511826,65.56988,158.51874,120.9265,109.78459,99.55443,120.34876,137.60887,127.87312,119.62102,107.83565,47.201855,72.37508,92.94841,49.109985,90.17996,87.20548,128.86972,77.84821,237.84048,69.015015,143.58432,237.65703,124.51207,24.357418,118.18352,73.56084,135.61195,2019.6624
RHOC,390.5089,161.9967,243.7537,254.01474,775.78107,316.76263,293.8758,253.45969,185.37912,502.29825,379.10086,384.9381,205.8293,281.171,133.98715,409.80637,315.70663,857.2465,273.5952,138.35866,135.06729,412.19144,432.05103,245.94885,180.97902,337.7269,229.43823,410.17172,456.43112,189.45642,473.12204,804.6638,491.29373,336.34558,539.1247,318.67087,484.9701,411.33215,128.97827,258.06998,97.703354,182.48276,148.38081,238.86635,481.98926,286.33676,263.8989,390.4087,489.7073,244.31528,327.09296,172.95967,166.41296,375.96555,154.40573,1092.3921,138.40005,235.11339,231.93117,319.302,282.3061,464.34717,212.82039,208.6806,440.43765,548.079,444.54385,228.55539,140.02411,105.760155,692.08307,67.11493,223.97598,198.26219,400.3834,236.38275,230.22928,228.01994,183.48784,220.11772,186.4012,426.273,319.98276,325.6629,563.95245,278.6914,604.3588,301.52298,174.07181,293.32156,420.7361,210.10576,383.42703,383.4339,318.80682,294.5876,222.46094,223.2595,464.53394,679.8186,397.00967,152.71422,371.9377,255.8818,348.91235,6435.57
PHGDH,83.11123,29.816492,73.13556,56.72119,230.09283,89.15951,88.6002,73.43542,45.055916,165.22144,96.615776,104.010216,52.60809,75.533134,28.861786,74.69665,61.828644,180.9249,79.1478,25.12447,25.205801,119.960464,137.14279,77.24204,180.94751,278.83588,74.52935,114.18915,131.53093,41.461956,144.99242,208.96613,112.894196,69.112686,158.05847,79.620735,146.32074,100.37837,34.48446,69.39519,17.0998,39.240177,26.877443,42.160492,103.08772,46.766468,55.542446,97.79749,91.30999,68.91035,81.083885,34.276474,42.83566,100.681816,42.958748,419.5475,30.881369,48.10215,62.188908,114.78122,93.11091,154.60631,55.84282,49.260403,136.7154,123.377266,122.78315,35.391422,33.038116,26.065632,173.41153,20.870459,60.353287,38.621952,77.48444,58.232742,53.970856,62.606346,46.82233,39.9776,60.92093,123.70742,103.311874,76.66857,132.32402,72.761154,142.06903,89.25619,50.89948,93.36722,79.252,52.85745,94.381424,96.2234,101.00258,71.88524,28.33626,58.298943,124.866875,174.22284,105.35881,22.081818,102.98067,76.97133,91.454796,2004.86
TXNIP,272.98233,147.89236,218.24908,194.59642,584.8962,233.1857,231.27519,237.39166,194.73535,395.23178,328.22543,300.91708,171.35109,260.05298,110.61227,560.8999,287.1314,752.15826,212.14163,133.40671,146.0301,330.90533,353.6651,174.85635,190.2141,310.9141,178.22585,361.24127,330.72174,134.0527,418.854,633.08435,366.82544,288.63034,466.8647,274.18863,435.61212,431.7341,117.84975,234.28436,65.5513,208.62239,147.84253,181.02455,389.26907,220.55548,218.55748,291.28418,445.98575,182.78851,261.73053,124.94082,134.31934,311.0349,110.910675,844.3194,107.127655,179.1611,190.67831,249.79492,221.29352,360.48877,169.06776,166.96918,349.23322,432.17712,363.70874,176.29514,104.28975,101.76139,460.19644,58.39411,198.23486,223.93628,317.9698,246.56851,186.26761,194.55914,131.11584,175.61417,131.87337,351.09778,218.75491,272.30875,484.3731,238.95435,546.8216,236.52551,130.663,231.76283,439.3488,148.10121,314.86145,327.88525,260.33636,250.83812,169.82687,177.39821,375.81595,593.01276,331.25598,127.77228,332.74316,226.667,241.81985,5179.2837
HFE2,13.2485,2.7271485,2.889283,8.06052,13.729476,7.3323283,5.2837276,2.411593,4.385739,8.895615,6.360333,6.922975,6.9295926,7.242702,3.9924974,4.228385,5.844029,17.918764,3.9810808,3.0483098,3.6637654,9.249614,6.582713,4.2529364,3.0072002,9.218233,1.6837827,3.6824903,18.679977,1.8710248,6.288199,11.891195,5.6683316,4.3822255,9.362646,8.895114,8.065447,9.370729,1.6688795,5.0070467,1.6746551,2.1389673,15.266609,10.3552065,15.213528,6.771704,11.35752,9.405017,6.9240932,4.072251,8.881922,2.6321573,4.6163416,4.73202,5.2840133,14.21195,2.5897157,3.3174257,4.3165793,7.047748,3.0466168,6.8766384,4.757505,1.6140553,8.6206045,9.017565,8.700482,6.6160116,2.344551,4.3581457,20.580788,1.2068127,3.0373209,2.0542898,16.031849,4.835144,4.7932653,2.862366,3.5528975,14.354852,4.9201713,10.190533,10.834403,6.0710754,10.089109,7.0296693,16.518892,3.743206,2.628296,17.92511,4.0111804,4.655279,11.274303,10.812862,7.7997513,4.5516586,9.827698,6.6494527,8.435438,12.597612,6.2914314,9.250905,8.104977,4.3811736,10.057741,113.55147
HIST2H2AC,328.5838,115.71139,249.26556,207.63303,828.1605,309.64648,263.57608,254.07129,132.70853,462.72534,342.99335,332.59302,194.9263,250.40674,96.17003,232.82037,237.6973,646.32733,264.12796,109.52893,112.43527,344.9754,457.89166,266.3476,170.29384,323.00845,262.65442,399.68704,414.87976,160.46054,504.0849,751.7683,436.27698,322.3426,475.70837,238.41563,451.73077,349.06857,111.81477,260.10718,58.715946,173.69292,93.176476,120.67952,377.6595,207.85747,244.92484,300.21603,365.5837,198.29762,283.2606,129.27206,143.60602,334.54285,146.75874,1228.163,113.6437,205.23723,243.61633,343.68988,323.4827,466.528,178.58188,202.98996,410.75073,450.45398,426.8206,154.56712,128.35779,56.657383,572.6467,55.152466,218.70999,165.05771,352.93506,218.2619,213.26718,238.02885,151.40828,200.22574,179.87518,450.24725,262.47226,228.2011,429.03958,225.04791,480.42938,282.4379,171.1898,270.6281,299.57446,168.22765,314.18692,353.76315,341.57077,281.71085,116.76466,226.78387,446.93658,655.26355,367.63467,79.95224,398.21527,296.08868,296.6421,6642.8384
PLEKHO1,111.481255,35.438057,67.207825,43.95794,223.8727,80.96488,76.495094,58.748093,43.860203,129.9283,117.52953,95.98123,46.21819,70.42344,30.408043,136.47214,84.00055,259.35577,89.87871,34.3236,31.265556,86.38016,94.03165,70.19373,56.936214,82.122635,65.49877,118.55902,93.20709,42.504272,126.132324,281.85098,81.98458,112.34074,138.48338,75.83231,130.91917,112.26042,33.0719,72.42507,26.280075,47.985516,26.464169,46.149857,142.80591,59.054134,55.328293,80.09554,79.698616,65.938774,86.28247,41.78655,38.865707,96.05531,38.31816,284.45718,34.475365,55.548782,70.94612,85.94787,82.10657,133.54459,58.217476,52.564693,118.97725,205.06142,117.518135,46.00128,32.19559,29.935608,251.6324,18.700794,47.34762,33.90822,91.35886,49.853718,49.994556,54.088875,35.59159,49.13604,41.323967,126.03534,77.536934,76.82033,122.33531,73.88936,128.80673,75.91727,47.612545,121.05099,93.97946,55.830444,96.21519,123.38802,95.090614,102.45114,33.493023,51.54831,116.243095,170.33748,82.72809,32.807106,103.84862,75.943146,88.6566,1854.9178
ANP32E,500.54633,189.36308,377.10175,302.35266,1155.8785,448.82214,401.38684,386.94327,255.80247,705.4617,553.6942,542.2331,285.45508,424.6776,179.24297,528.62915,438.22748,1174.9858,366.74948,197.99739,204.06494,570.7574,619.4905,369.55933,269.9926,455.47058,343.6948,586.40967,604.9581,258.28363,746.219,1051.083,654.61816,502.1977,704.014,390.4698,686.18414,596.01526,182.29184,386.7477,115.481155,260.81046,202.99776,261.06763,629.08875,332.3106,354.21704,483.98145,642.8755,315.38477,457.17303,225.12808,213.19862,508.70462,232.31764,1556.1824,189.4564,331.04822,349.2259,473.4597,433.08987,684.7753,287.65097,306.98077,642.69745,679.13605,651.4602,240.48508,196.88693,160.24329,934.4587,97.12027,319.00314,252.71558,534.50336,370.07538,319.7549,342.88364,236.7877,285.71454,272.79608,590.3667,426.0468,420.16293,796.8292,386.28827,764.5237,463.76688,236.75763,409.27292,603.42804,267.43762,564.36664,542.8628,488.1131,399.20453,253.31052,316.99353,655.64966,966.72705,593.5405,158.77495,589.61255,387.11005,474.77133,9595.94
ECM1,15.777273,3.480045,8.413167,6.230835,30.457579,9.198114,12.658142,9.500967,5.6272106,24.06579,18.940207,16.512691,7.1198683,10.736242,4.7795987,10.65686,5.8313417,20.232235,9.503846,5.4522147,3.8051496,15.291582,11.992385,6.874362,5.9715443,20.693731,8.868354,17.60364,21.230751,5.2700224,21.551775,26.882948,17.668428,18.587109,17.731339,8.569339,16.950228,15.942974,2.9925437,13.887962,4.4246325,4.7489147,5.5424023,8.362492,23.243896,16.323143,11.66282,20.183424,11.425157,8.241967,11.958519,12.941957,6.1576514,14.364255,5.0502086,66.307884,3.812496,7.796969,10.608246,14.629464,12.851423,18.329773,10.498552,8.90468,13.616549,13.747263,21.14853,5.9062843,5.741551,4.1208196,35.893356,2.961016,12.010271,8.212901,24.753382,8.600134,6.482331,37.354927,8.951544,7.7250214,7.8470883,10.631144,19.522884,20.136068,39.217384,12.63999,17.858583,8.832937,4.542262,14.706652,7.694007,8.323743,20.993107,17.237474,12.9032345,13.589283,4.9219017,4.5318594,17.688568,20.087166,15.670172,11.843617,13.790258,7.4477587,14.301658,234.99663
ADAMTSL4,193.52081,88.0316,133.00627,118.08246,402.71704,152.69923,146.99286,136.79282,99.880264,243.18404,211.32338,199.10332,124.46864,169.64984,71.76631,170.05095,168.44647,478.1366,136.70175,77.99874,76.31748,270.81033,229.87877,136.10597,107.30751,162.9965,123.054855,223.82312,225.60393,96.782906,244.12134,360.08615,235.80661,176.20282,261.73492,156.41354,245.91743,227.57767,71.41027,139.19955,33.049644,91.6004,71.76185,123.26571,271.0311,156.52936,146.01979,188.62576,264.25125,159.13353,161.40657,93.72276,76.02747,185.28297,82.437744,526.86395,66.96522,117.61339,119.383354,172.51276,139.93147,227.01508,101.7463,98.27635,213.6762,236.37393,245.86407,94.35107,64.29129,56.125717,309.9763,38.362,121.55132,113.84724,209.40224,151.88522,128.83612,117.14005,104.647316,111.14483,105.76625,224.32631,178.8742,188.54271,289.5659,152.68329,266.33762,170.54727,84.84356,160.63554,231.94359,95.58113,213.06311,206.24265,180.99768,143.04301,90.51751,117.5788,239.9594,374.8576,199.2586,66.091156,215.67082,132.25134,169.67964,3333.8188
CTSS,106.01799,38.35784,79.367004,62.135204,234.12971,90.3105,82.180244,73.02825,60.50712,144.37428,130.29948,111.487625,57.27356,88.26873,43.492916,144.30162,107.850784,277.84573,71.63876,47.537716,72.71221,112.110756,114.524315,77.0636,57.422604,95.340126,66.6377,147.90329,111.94492,50.973415,144.42891,226.2762,112.7001,109.36594,156.50436,86.53197,145.98875,141.31776,39.12336,79.03856,19.13842,54.10271,47.863472,64.47176,150.74184,98.73598,73.828705,87.81816,139.1856,88.66716,99.19583,43.263,44.56778,98.59248,45.871807,279.3861,43.96898,83.58274,72.34461,93.05818,87.84332,134.19064,57.749527,55.255566,126.98439,151.00922,134.60312,61.058014,35.455315,36.15496,212.66867,16.045269,67.66911,56.75527,105.44546,78.026886,66.334274,66.3022,50.64379,45.226536,51.67452,128.95761,75.39522,90.4543,146.12462,89.07634,142.43686,91.85725,44.772987,90.219734,172.12582,62.52915,106.97165,115.9981,98.897934,80.16245,48.18579,64.95405,130.87903,202.34023,116.768036,37.69646,118.82082,82.34602,96.43711,1880.2598
C1orf56,328.92798,118.217514,236.2882,162.28893,705.8611,281.1819,280.64777,226.41327,110.770676,421.1621,348.0856,317.86578,181.67868,291.49466,122.73412,254.93703,296.74722,677.8938,244.28586,126.19576,108.24774,351.15442,387.66885,237.38745,161.88065,313.49823,203.72227,361.5387,379.58258,168.54301,451.4705,627.4273,442.08395,298.4092,489.98425,277.51434,402.88068,323.84772,95.15458,212.30678,67.51533,182.23715,122.6816,162.23381,409.48184,211.45045,214.73917,301.1514,405.36343,260.49127,272.05533,115.111626,116.47877,293.4158,122.223885,986.3874,100.853065,217.4936,189.45753,289.781,265.91718,418.7611,186.81445,188.26576,357.87064,482.42944,390.57935,208.7529,152.95563,78.34927,583.1397,48.6088,201.33844,141.87169,365.85303,208.49179,189.87581,224.70204,131.17117,176.72504,139.7797,380.82797,242.88187,263.10474,442.52475,234.45323,499.5783,291.66306,164.65604,232.07927,332.14697,163.78465,310.998,300.93146,277.41135,292.29102,142.89304,209.75867,408.11423,619.70996,316.87906,114.809906,318.57935,243.86473,303.40475,5876.331
CDC42SE1,377.8576,156.31378,280.5971,244.15039,864.8084,331.39716,318.7746,286.43985,194.60672,513.7561,407.90875,394.46255,218.33138,334.28986,131.17378,371.57834,326.05856,872.0262,305.8632,138.42429,138.42268,432.81247,477.06732,265.36295,205.01373,347.6595,237.32707,422.83844,461.2487,186.51941,553.3844,849.09314,528.7674,369.82965,541.2112,296.64368,510.91498,424.573,131.96893,280.35428,79.22168,214.27545,145.3888,201.709,488.5699,242.9482,259.80518,400.2674,461.02277,268.92075,344.14853,162.00636,162.44849,380.26907,165.8517,1181.8405,150.14119,270.3038,236.9792,358.51398,319.52365,489.8557,221.6211,217.14684,461.89722,577.94324,482.73035,188.823,146.48549,99.97008,683.10254,78.3411,242.37158,194.4948,403.78217,269.08994,249.75752,259.76147,175.00021,202.30586,207.74881,454.66342,316.99335,300.16235,546.6922,303.74246,550.40643,345.0238,182.03592,295.8141,408.57776,193.78423,390.6963,407.15878,354.96347,317.41943,172.92374,249.94742,471.08887,725.28827,415.67285,120.2086,402.16736,275.83505,355.91913,7081.5923
MLLT11,278.25357,126.60354,197.7486,159.72676,633.4887,246.59323,228.26317,237.21817,119.243454,385.6836,296.5766,284.03864,149.27309,210.9575,89.10661,215.68161,203.88388,533.393,202.87685,98.95553,101.01896,304.22186,332.18253,192.0255,137.19463,230.53664,189.55309,306.49008,319.31287,143.64447,386.4087,585.58325,365.88483,256.1226,402.60846,204.91676,370.66046,289.20715,92.01375,205.45618,51.820065,138.02515,99.17543,127.15551,331.93774,167.26707,200.72812,292.4385,337.126,203.87862,244.6559,125.63344,105.34442,279.07812,118.09253,881.89825,98.47771,170.30217,179.20387,248.74722,234.23856,373.23657,149.12537,145.01619,337.12488,382.79953,346.92694,120.79492,102.84626,71.16105,516.3873,52.65552,161.86122,122.941925,319.49982,191.75455,168.1712,185.36713,118.868195,144.33722,133.73608,334.19016,247.09276,209.14044,407.25165,214.23639,379.2606,252.01544,129.88821,238.87247,277.02872,137.7505,291.8925,291.44522,263.71365,211.308,108.09379,186.96169,352.13043,525.7684,282.61148,103.55094,296.85522,210.44003,255.14015,5070.6616
GABPB2,17.207895,4.9697027,13.317774,12.539982,40.278164,16.891586,13.434813,15.399846,8.727148,29.10096,21.25531,20.561705,15.01246,14.867282,7.294856,21.376577,15.095786,41.68263,15.796243,5.270647,7.6178236,26.183287,23.198162,13.607559,11.779912,19.374416,13.886424,20.755962,25.169973,10.821234,27.998266,29.924854,18.626732,18.842169,27.266077,10.277067,27.534554,21.73663,4.8737,15.388509,1.8289204,9.321786,6.0647535,10.321053,19.644468,14.491394,10.384066,19.323828,20.55252,14.264757,14.6084,7.8848295,7.661977,21.007814,9.135478,59.443913,5.830762,8.096905,9.977709,18.963366,18.542635,21.91143,7.7478094,10.740642,20.943867,18.559229,24.31342,8.55675,8.274256,7.144547,32.99425,3.7415583,11.195299,7.221262,24.168636,12.711075,13.070122,15.912247,8.344938,13.691503,9.525789,21.717552,14.528564,14.247141,34.147976,14.380343,29.102665,16.516394,8.517277,14.38386,20.845495,9.266064,18.537685,22.056356,16.51806,16.354187,7.070714,12.751559,24.441055,33.788433,24.044119,5.898495,23.801191,12.863052,18.839544,347.81714
S100A10,313.8977,108.74897,215.44011,182.05917,658.2788,250.2255,240.2156,204.04834,131.31775,428.62518,383.61658,316.1079,165.36899,234.24338,98.94223,274.25775,220.39331,615.51715,208.36282,102.49538,108.81801,357.78317,340.67694,213.05763,145.53072,267.39905,193.34464,312.4176,442.49323,145.98248,386.78113,588.54297,446.94785,275.163,377.07434,199.19386,385.5903,325.77527,109.97887,200.20091,54.390167,150.11383,86.11258,158.70616,341.8172,196.34438,200.21597,288.07462,416.6774,196.24379,260.24826,126.60053,134.94609,283.31915,120.19408,1567.3534,99.73335,186.38086,177.32074,272.5254,234.73769,373.88165,167.01724,164.45494,346.74802,388.54727,354.5688,105.82644,104.41172,76.196,469.99936,57.349888,174.96721,156.74857,344.14285,205.14157,177.21867,194.64589,120.311844,160.39417,146.54636,336.386,260.142,230.13672,413.76523,234.77197,417.95645,241.36124,130.63512,210.74022,285.84668,138.6377,299.4654,302.28568,266.5481,227.13788,129.96495,172.07523,366.17297,560.4367,319.57974,80.56388,301.21774,207.49486,269.75967,5351.4893
S100A11,1058.344,442.8589,804.66833,709.65283,2262.7334,895.62524,843.51776,756.1221,523.5177,1473.2502,1198.91,1138.536,659.5491,913.1006,390.42657,2023.8597,1063.0708,2998.4587,833.1723,399.995,430.65164,1256.6565,1465.341,771.9519,702.92194,999.3209,740.6825,1205.5769,1497.5782,494.1627,1458.0741,2504.9978,1521.9794,1112.693,1507.4337,861.70605,1450.5978,1231.7615,366.44492,870.13556,238.68156,571.7764,429.40042,610.1404,1419.9937,726.1932,743.75604,1097.1543,1223.1787,828.22125,948.8701,437.2073,436.36755,1070.0063,435.9254,3665.543,415.29462,644.8108,715.2816,971.7053,898.39844,1385.595,629.8412,609.30255,1342.3851,1902.0854,1213.453,529.98785,422.27347,363.51553,2479.19,219.72722,671.9071,552.2805,1114.3517,842.26776,702.7843,711.3865,485.16595,574.32385,536.71576,1326.062,949.9232,897.80725,1730.2454,804.3354,1651.9064,926.97437,500.51996,867.53436,1231.4902,580.4973,1095.353,1193.34,1019.1839,819.46747,691.8981,649.3693,1413.268,2077.086,1150.9874,430.9714,1178.1804,801.5759,1012.7987,19299.44
S100A4,196.64507,64.33173,158.12273,116.886345,466.21094,169.77553,163.96007,148.36082,101.44149,289.85336,254.94368,191.19028,100.59566,154.13474,68.34259,209.46703,157.31818,464.16083,137.72656,91.53873,73.25647,287.7914,242.55609,144.2853,96.36132,176.82248,127.30645,257.28812,237.0122,120.88653,222.62228,437.50687,237.50743,185.22868,270.66846,161.3589,261.20117,262.88306,75.62068,169.87839,52.319717,104.81526,62.70507,123.650215,270.57092,262.9442,136.12885,181.14183,244.30644,113.64066,189.88556,108.64262,77.90207,192.46191,95.59521,650.2979,64.46004,137.13997,138.48874,184.76562,146.65736,235.87852,115.85542,113.58508,245.04105,285.4148,260.0221,120.20831,72.584175,46.090496,466.28372,36.037838,115.52238,85.7419,183.98338,142.96034,131.02644,127.29235,78.47031,133.18489,92.035255,254.9621,154.89803,168.5307,277.1416,182.34229,279.96088,163.874,85.17099,163.35786,368.74915,106.95909,259.3003,248.799,184.0438,158.85745,69.2823,127.01001,258.05444,387.48413,188.23494,74.428444,230.06842,135.82901,195.29033,3569.834
S100A13,684.9945,265.893,430.2503,350.76093,1263.781,500.12103,469.68958,441.07062,346.4472,825.0825,652.05334,555.5843,331.6607,469.93454,198.01442,532.9073,491.36276,1295.313,420.1856,221.90799,201.73277,680.60925,704.7778,414.38812,328.69547,555.3896,372.80334,732.4766,677.18134,297.72095,792.91156,1140.2382,673.95294,542.81366,874.1445,494.44647,917.3506,789.2752,312.97687,482.1451,140.46852,292.25143,307.73004,349.083,731.1838,516.88275,407.0858,662.40894,663.84924,394.6191,498.7816,286.27087,246.293,575.5226,229.99799,1698.7867,194.85205,372.4237,380.37888,500.23355,476.3357,738.3236,344.22876,317.28577,685.68195,724.9923,693.08716,331.26434,235.19531,274.65317,1158.7496,122.91464,346.56024,304.27805,654.0595,416.7926,373.0246,365.52426,273.44556,367.01447,276.1964,708.23346,500.49557,531.1661,909.2227,445.2457,889.2849,502.9204,262.82587,609.78937,591.55804,329.67764,596.6516,644.9362,552.60614,445.639,276.31714,362.69528,705.62103,1121.5918,604.3064,330.65936,612.65936,425.02332,522.2825,10398.03
S100A1,124.91707,38.265076,60.32559,68.752174,196.84503,76.31457,67.603806,63.49404,39.988693,118.24593,103.23622,90.23971,56.821163,93.927376,40.359726,88.074905,92.14268,214.21698,55.663998,37.761185,33.864674,149.49765,100.071625,78.724976,45.9243,102.124115,54.658302,104.951256,111.18636,44.941975,112.225746,143.41478,112.073235,79.47997,131.74467,82.0244,140.84335,122.19751,60.171772,75.12084,27.568253,45.654343,47.182297,51.350063,109.46459,93.24213,77.94061,134.84013,146.03685,48.00885,83.1231,36.296432,39.36685,85.68855,33.0326,360.66962,29.570198,51.27718,58.32175,67.665054,70.35847,118.168755,48.649868,50.144352,108.30584,100.58498,100.2838,59.440834,25.170036,24.197123,181.42923,17.824175,47.8412,36.770504,152.5051,70.65457,64.291336,49.57585,39.76175,65.369125,48.84836,111.0119,107.14485,85.26224,115.47328,79.37819,106.70257,74.120445,42.414803,88.44799,77.047554,51.5199,97.595406,103.94492,96.44268,60.225616,60.59172,52.216843,105.8168,174.98369,89.65087,64.50733,111.47636,63.765453,76.83865,1558.6874
CKS1B,2189.7288,938.24384,1599.2041,1584.3601,4774.88,1670.6573,1724.1699,1484.665,1072.5292,3091.0115,2322.3176,2388.5215,1546.1234,2123.067,998.9459,2794.7563,2203.1702,5649.926,1597.0979,993.30615,858.72534,2583.6501,2714.5015,1507.2957,1333.2349,2321.4685,1416.7952,2606.6504,2527.2412,1197.6284,2932.2346,4402.0674,2776.9773,2165.7153,3199.4346,1900.5593,3033.5615,2674.1914,885.78845,1680.5939,462.65756,1080.0898,1052.4478,1435.3754,2928.6624,1683.6909,1668.8774,2345.5588,3108.4812,1609.4342,1934.5164,991.33746,940.38654,2295.043,1075.2444,6339.9126,778.4106,1448.314,1389.0745,1957.1675,1658.9995,2771.088,1221.666,1239.2417,2693.4836,2960.5425,2676.3289,1226.1532,790.5448,696.57996,3988.4883,445.24295,1440.3492,1117.886,2640.2075,1686.7283,1421.6165,1447.0533,1013.97766,1586.5768,1101.0931,2629.946,1935.6603,1889.7725,3639.466,1788.0112,3448.2458,1916.8212,1046.5243,1794.9692,3100.4824,1245.0027,2379.3398,2422.3835,2002.6807,1862.7174,1295.0975,1447.7213,2818.0044,4499.133,2426.4993,829.05396,2610.308,1630.0066,2083.1526,39824.02
LMNA,242.2356,60.542835,126.07138,109.23684,364.98865,143.43369,127.026146,128.38652,72.32138,231.79427,204.47128,170.69891,96.52436,151.79411,53.086433,168.99171,171.11238,410.8044,118.169815,65.80985,56.32027,220.0677,198.13303,117.055435,93.63712,158.90881,101.48009,179.90755,203.73065,87.72179,232.44365,387.79462,240.5737,173.40784,227.60272,123.75098,231.51689,172.7508,56.922646,122.95676,30.866423,83.685646,58.09302,104.066086,215.72833,128.6638,121.09341,165.76057,257.85895,134.21863,156.0939,78.48343,70.09227,176.34972,69.963646,721.1857,59.75676,99.09057,101.298615,143.52127,135.08067,211.25,98.022125,93.27354,221.02159,263.5227,218.68024,75.77489,56.53958,55.436153,343.47192,37.75427,90.960846,103.20015,191.83513,118.05711,100.37313,97.76501,87.06995,111.59415,90.99192,207.89893,155.91583,149.65102,260.16138,128.243,287.14407,143.66795,70.02078,135.21481,210.83966,79.959625,186.5557,191.3214,154.1416,134.17036,95.64509,98.967125,220.74512,292.8199,171.65445,63.377808,174.04228,123.995514,147.54103,2968.4058
